data_vencimento,data_pagamento,valor,descricao,situacao
2024-12-13,,594.44,Compra,PENDENTE
2024-12-11,,388.40,Serviço,PENDENTE
2024-12-17,2024-12-22,571.24,Serviço,PAGA
2025-01-30,,683.27,Parcela,PENDENTE
2025-01-01,,925.56,Serviço,PENDENTE
2025-01-24,,870.77,Pagamento,PENDENTE
2025-01-03,,122.07,Compra,PENDENTE
2025-02-05,,107.99,Mensalidade,CANCELADA
2024-12-12,2024-12-21,601.27,Parcela,PAGA
2025-01-27,,790.98,Compra,PENDENTE
2024-12-14,,223.94,Mensalidade,CANCELADA
2025-01-13,2025-01-21,326.60,Mensalidade,PAGA
2024-12-12,2024-12-16,721.98,Compra,PAGA
2025-01-29,,980.37,Serviço,CANCELADA
2024-12-26,,221.02,Compra,PENDENTE
2025-01-10,2025-01-17,145.67,Serviço,PAGA
2025-01-10,,982.46,Mensalidade,PENDENTE
2025-01-06,,940.29,Mensalidade,CANCELADA
2025-01-14,,137.22,Compra,PENDENTE
2025-01-14,,405.87,Parcela,CANCELADA
2024-12-11,,145.17,Mensalidade,PENDENTE
2024-12-21,2024-12-31,867.13,Pagamento,PAGA
2025-01-03,2025-01-11,898.68,Mensalidade,PAGA
2025-02-04,,840.22,Serviço,PENDENTE
2025-01-09,2025-01-09,569.24,Mensalidade,PAGA
2024-12-09,,446.65,Serviço,PENDENTE
2025-01-28,,945.41,Parcela,PENDENTE
2024-12-24,2024-12-30,527.76,Serviço,PAGA
2025-01-19,,123.52,Mensalidade,CANCELADA
2025-01-02,,729.48,Serviço,PENDENTE
2025-01-01,,155.60,Compra,PENDENTE
2025-02-01,,124.47,Parcela,PENDENTE
2025-01-15,,778.85,Mensalidade,CANCELADA
2025-01-12,,701.82,Mensalidade,PENDENTE
2024-12-24,2025-01-03,461.01,Mensalidade,PAGA
2025-01-09,2025-01-09,569.62,Mensalidade,PAGA
2025-02-02,,415.99,Parcela,PENDENTE
2024-12-20,2024-12-28,830.30,Parcela,PAGA
2025-01-20,2025-01-25,286.57,Compra,PAGA
2024-12-14,,916.35,Compra,CANCELADA
2025-01-03,,401.03,Parcela,PENDENTE
2024-12-22,2024-12-22,331.89,Parcela,PAGA
2025-01-15,2025-01-22,966.20,Serviço,PAGA
2025-01-19,,858.80,Serviço,PENDENTE
2025-01-07,2025-01-10,271.62,Pagamento,PAGA
2024-12-20,,604.29,Compra,PENDENTE
2025-01-22,2025-01-23,974.98,Mensalidade,PAGA
2025-01-20,2025-01-20,434.50,Compra,PAGA
2025-01-17,,157.01,Pagamento,PENDENTE
2024-12-15,,301.01,Mensalidade,CANCELADA
2025-02-07,,181.16,Mensalidade,PENDENTE
2024-12-30,2024-12-31,270.55,Serviço,PAGA
2024-12-29,,715.68,Mensalidade,CANCELADA
2025-01-23,2025-01-30,126.17,Compra,PAGA
2025-01-30,,317.20,Parcela,PENDENTE
2025-01-02,2025-01-06,327.48,Pagamento,PAGA
2025-01-01,2025-01-07,307.20,Compra,PAGA
2024-12-12,,631.34,Parcela,PENDENTE
2024-12-10,2024-12-17,912.88,Serviço,PAGA
2025-01-06,2025-01-16,947.34,Parcela,PAGA
2025-01-20,2025-01-22,419.19,Pagamento,PAGA
2024-12-16,,255.98,Compra,PENDENTE
2025-01-23,,961.79,Serviço,CANCELADA
2024-12-25,,155.43,Parcela,CANCELADA
2025-02-06,,296.92,Parcela,PENDENTE
2025-01-18,2025-01-18,639.24,Pagamento,PAGA
2024-12-22,,964.30,Mensalidade,PENDENTE
2025-01-30,2025-02-09,341.71,Mensalidade,PAGA
2025-01-10,,664.98,Compra,CANCELADA
2025-01-24,2025-01-27,955.10,Pagamento,PAGA
2025-01-20,2025-01-29,375.17,Compra,PAGA
2025-01-19,,540.87,Serviço,CANCELADA
2025-01-28,2025-02-01,895.39,Serviço,PAGA
2025-01-03,,691.18,Serviço,CANCELADA
2024-12-25,,969.93,Serviço,PENDENTE
2025-01-21,2025-01-27,863.82,Parcela,PAGA
2025-02-04,,793.15,Compra,PENDENTE
2024-12-29,2024-12-31,574.30,Parcela,PAGA
2024-12-20,2024-12-24,394.51,Compra,PAGA
2025-01-12,2025-01-21,790.18,Mensalidade,PAGA
2025-01-02,2025-01-02,170.04,Serviço,PAGA
2025-02-04,,512.74,Mensalidade,CANCELADA
2024-12-16,,443.54,Compra,CANCELADA
2025-01-24,2025-02-03,542.89,Pagamento,PAGA
2025-01-28,2025-01-29,597.95,Compra,PAGA
2024-12-18,,401.00,Pagamento,PENDENTE
2025-02-02,,242.29,Compra,PENDENTE
2024-12-16,,265.70,Mensalidade,PENDENTE
2025-01-31,,657.99,Mensalidade,CANCELADA
2025-01-25,,752.66,Mensalidade,CANCELADA
2024-12-30,,799.06,Mensalidade,CANCELADA
2024-12-27,,658.69,Mensalidade,PENDENTE
2024-12-23,,894.19,Parcela,PENDENTE
2024-12-16,2024-12-22,176.51,Parcela,PAGA
2024-12-09,,753.56,Parcela,PENDENTE
2024-12-31,,448.67,Serviço,CANCELADA
2025-01-09,,181.89,Pagamento,PENDENTE
2025-01-22,,130.41,Serviço,CANCELADA
2025-02-04,2025-02-11,726.44,Parcela,PAGA
2024-12-28,,863.90,Pagamento,PENDENTE
2024-12-16,,789.24,Serviço,CANCELADA
2025-01-24,2025-01-29,650.58,Mensalidade,PAGA
2025-01-11,,452.84,Serviço,CANCELADA
2025-01-14,,764.84,Mensalidade,PENDENTE
2024-12-21,,793.38,Parcela,CANCELADA
2025-01-10,,360.12,Mensalidade,CANCELADA
2025-01-03,,754.24,Compra,PENDENTE
2024-12-31,,172.11,Pagamento,PENDENTE
2025-02-02,,606.15,Mensalidade,PENDENTE
2025-02-02,,398.42,Compra,PENDENTE
2024-12-23,2024-12-30,918.57,Mensalidade,PAGA
2025-01-10,,660.37,Pagamento,CANCELADA
2025-01-16,,256.39,Parcela,PENDENTE
2025-01-18,,761.47,Compra,CANCELADA
2025-01-10,,709.05,Parcela,CANCELADA
2024-12-17,,381.35,Compra,PENDENTE
2025-01-07,2025-01-15,318.10,Compra,PAGA
2024-12-25,,714.10,Compra,CANCELADA
2025-01-08,,826.00,Parcela,PENDENTE
2025-01-13,,692.58,Mensalidade,PENDENTE
2024-12-09,,321.43,Mensalidade,PENDENTE
2025-01-30,2025-02-05,740.42,Mensalidade,PAGA
2024-12-17,,262.47,Mensalidade,PENDENTE
2025-01-11,,675.69,Compra,PENDENTE
2025-01-17,,561.58,Mensalidade,PENDENTE
2025-01-24,,119.32,Serviço,CANCELADA
2025-01-12,,348.64,Mensalidade,PENDENTE
2024-12-30,,908.44,Mensalidade,PENDENTE
2024-12-19,2024-12-19,131.26,Compra,PAGA
2025-02-01,2025-02-06,157.56,Serviço,PAGA
2025-01-22,,474.89,Pagamento,CANCELADA
2025-02-05,,278.82,Compra,CANCELADA
2024-12-12,,186.41,Serviço,CANCELADA
2025-01-29,,583.07,Mensalidade,PENDENTE
2024-12-19,,924.57,Pagamento,PENDENTE
2025-01-06,,474.37,Pagamento,CANCELADA
2024-12-22,,696.21,Serviço,PENDENTE
2024-12-18,,831.38,Mensalidade,PENDENTE
2024-12-31,2025-01-01,172.03,Pagamento,PAGA
2025-02-04,,607.55,Serviço,PENDENTE
2025-01-26,,727.01,Parcela,CANCELADA
2025-01-01,,487.17,Mensalidade,PENDENTE
2024-12-19,,764.58,Serviço,PENDENTE
2025-01-05,,159.57,Pagamento,CANCELADA
2025-01-05,,480.89,Mensalidade,PENDENTE
2024-12-24,,637.29,Pagamento,CANCELADA
2024-12-24,,312.15,Parcela,CANCELADA
2025-01-26,,222.72,Pagamento,CANCELADA
2024-12-25,2024-12-27,435.55,Mensalidade,PAGA
2025-01-23,,793.05,Mensalidade,PENDENTE
2025-02-02,2025-02-04,431.50,Compra,PAGA
2024-12-10,2024-12-20,934.81,Compra,PAGA
2024-12-19,2024-12-22,162.41,Parcela,PAGA
2025-01-22,,549.47,Parcela,CANCELADA
2025-02-04,2025-02-12,866.15,Compra,PAGA
2024-12-20,2024-12-25,653.17,Mensalidade,PAGA
2024-12-24,2024-12-30,745.03,Mensalidade,PAGA
2024-12-28,,279.13,Serviço,CANCELADA
2025-01-27,2025-01-30,858.03,Serviço,PAGA
2025-01-01,,191.24,Mensalidade,CANCELADA
2025-02-01,2025-02-05,159.73,Compra,PAGA
2024-12-30,2025-01-06,995.84,Pagamento,PAGA
2025-01-04,2025-01-11,849.62,Mensalidade,PAGA
2025-01-16,,821.82,Mensalidade,PENDENTE
2025-01-18,,104.78,Parcela,PENDENTE
2025-01-17,,732.87,Serviço,CANCELADA
2025-01-05,2025-01-14,255.04,Mensalidade,PAGA
2025-01-13,,416.35,Pagamento,PENDENTE
2024-12-25,,205.74,Compra,CANCELADA
2024-12-31,,507.79,Pagamento,PENDENTE
2025-01-15,2025-01-20,716.08,Compra,PAGA
2025-02-01,2025-02-09,400.21,Serviço,PAGA
2025-01-23,2025-01-31,413.87,Mensalidade,PAGA
2024-12-27,,665.44,Parcela,CANCELADA
2024-12-14,,204.14,Pagamento,CANCELADA
2025-01-19,,179.88,Parcela,PENDENTE
2024-12-17,,537.96,Parcela,CANCELADA
2025-01-13,2025-01-22,688.71,Parcela,PAGA
2024-12-31,2025-01-08,588.53,Compra,PAGA
2025-02-03,,810.03,Serviço,CANCELADA
2024-12-22,2024-12-28,193.51,Pagamento,PAGA
2025-01-14,2025-01-19,990.84,Mensalidade,PAGA
2025-01-20,2025-01-30,384.54,Parcela,PAGA
2024-12-15,,975.86,Mensalidade,PENDENTE
2025-01-05,,867.01,Parcela,PENDENTE
2025-01-25,2025-01-31,823.03,Parcela,PAGA
2024-12-19,,400.36,Compra,CANCELADA
2024-12-21,2024-12-27,827.71,Compra,PAGA
2024-12-10,,729.90,Compra,PENDENTE
2024-12-09,,442.35,Pagamento,PENDENTE
2024-12-31,,963.85,Compra,CANCELADA
2025-01-21,2025-01-22,993.13,Mensalidade,PAGA
2025-01-17,,378.86,Serviço,CANCELADA
2024-12-10,2024-12-15,323.84,Parcela,PAGA
2024-12-26,,665.41,Mensalidade,CANCELADA
2025-01-21,2025-01-27,211.61,Serviço,PAGA
2025-02-07,2025-02-14,648.86,Serviço,PAGA
2024-12-27,,901.48,Compra,PENDENTE
2025-02-01,,382.59,Parcela,CANCELADA
2024-12-20,,891.81,Mensalidade,CANCELADA
2025-01-03,2025-01-08,323.06,Parcela,PAGA
2024-12-29,2025-01-01,207.32,Serviço,PAGA
2025-01-20,,238.74,Mensalidade,PENDENTE
2025-01-26,,936.13,Pagamento,CANCELADA
2025-01-28,,179.96,Mensalidade,CANCELADA
2025-01-29,,851.09,Serviço,PENDENTE
2024-12-09,,324.73,Compra,PENDENTE
2025-01-18,,753.21,Pagamento,PENDENTE
2025-02-04,,160.52,Serviço,PENDENTE
2025-01-30,,324.54,Parcela,CANCELADA
2025-02-06,,463.27,Compra,PENDENTE
2025-01-08,,398.32,Compra,PENDENTE
2024-12-20,2024-12-24,406.63,Compra,PAGA
2025-01-20,,837.97,Pagamento,CANCELADA
2024-12-25,2024-12-26,844.80,Serviço,PAGA
2024-12-17,,649.73,Pagamento,PENDENTE
2024-12-15,2024-12-20,618.66,Serviço,PAGA
2025-01-31,,611.20,Pagamento,CANCELADA
2025-01-03,,477.78,Mensalidade,PENDENTE
2024-12-12,,839.38,Parcela,PENDENTE
2025-01-06,2025-01-16,291.48,Serviço,PAGA
2025-02-06,,475.36,Compra,PENDENTE
2025-01-04,,922.25,Serviço,PENDENTE
2024-12-30,,394.20,Compra,PENDENTE
2025-02-01,,676.62,Mensalidade,PENDENTE
2024-12-15,,457.99,Mensalidade,CANCELADA
2024-12-15,,954.99,Parcela,CANCELADA
2024-12-09,2024-12-15,314.81,Pagamento,PAGA
2025-01-13,2025-01-15,342.82,Pagamento,PAGA
2024-12-11,2024-12-21,196.00,Serviço,PAGA
2025-01-22,,514.85,Pagamento,CANCELADA
2025-01-19,2025-01-28,640.33,Mensalidade,PAGA
2025-01-05,,894.86,Mensalidade,PENDENTE
2024-12-09,,840.30,Parcela,CANCELADA
2025-02-06,2025-02-06,282.14,Pagamento,PAGA
2025-01-27,,998.10,Serviço,PENDENTE
2024-12-24,,343.82,Compra,CANCELADA
2025-01-10,2025-01-13,642.48,Parcela,PAGA
2025-01-27,,695.49,Compra,CANCELADA
2025-01-25,,742.88,Compra,CANCELADA
2024-12-26,,706.86,Serviço,PENDENTE
2025-01-18,,711.10,Parcela,CANCELADA
2025-01-17,2025-01-26,964.41,Parcela,PAGA
2024-12-21,,140.13,Serviço,PENDENTE
2024-12-31,2025-01-03,249.24,Pagamento,PAGA
2025-01-26,2025-01-28,784.84,Mensalidade,PAGA
2025-01-19,2025-01-27,521.92,Parcela,PAGA
2025-02-06,,395.65,Compra,CANCELADA
2025-01-29,2025-01-30,880.21,Parcela,PAGA
2025-01-23,2025-01-28,562.79,Parcela,PAGA
2024-12-19,2024-12-24,241.35,Compra,PAGA
2024-12-23,2024-12-25,131.77,Serviço,PAGA
2025-01-16,,909.96,Serviço,PENDENTE
2025-02-01,,281.54,Mensalidade,CANCELADA
2024-12-11,2024-12-21,469.64,Compra,PAGA
2025-01-02,,914.38,Mensalidade,CANCELADA
2025-01-24,,520.29,Parcela,CANCELADA
2025-01-14,,607.86,Mensalidade,CANCELADA
2024-12-22,,374.78,Parcela,PENDENTE
2025-02-05,,685.25,Mensalidade,CANCELADA
2025-01-17,2025-01-20,483.33,Pagamento,PAGA
2025-01-24,,634.56,Pagamento,CANCELADA
2024-12-21,2024-12-31,222.65,Compra,PAGA
2024-12-26,,638.93,Pagamento,PENDENTE
2025-01-27,,746.30,Pagamento,PENDENTE
2025-01-13,,772.21,Mensalidade,CANCELADA
2025-01-05,,439.79,Pagamento,CANCELADA
2025-01-18,,400.29,Parcela,PENDENTE
2024-12-19,,692.89,Serviço,PENDENTE
2025-01-26,,150.81,Compra,PENDENTE
2025-02-03,2025-02-07,762.26,Parcela,PAGA
2025-01-23,2025-01-23,576.70,Parcela,PAGA
2025-01-02,,101.73,Parcela,CANCELADA
2025-01-20,2025-01-30,702.76,Mensalidade,PAGA
2025-01-06,2025-01-13,678.39,Mensalidade,PAGA
2025-01-01,2025-01-10,650.11,Parcela,PAGA
2025-01-09,,306.43,Pagamento,CANCELADA
2025-02-07,2025-02-12,305.47,Parcela,PAGA
2024-12-10,2024-12-11,342.69,Compra,PAGA
2024-12-29,2025-01-07,677.82,Pagamento,PAGA
2025-01-21,,260.33,Compra,CANCELADA
2024-12-14,,665.87,Pagamento,CANCELADA
2025-01-11,,758.02,Serviço,PENDENTE
2025-01-31,,987.30,Mensalidade,CANCELADA
2024-12-20,2024-12-28,423.42,Pagamento,PAGA
2025-02-02,,304.00,Parcela,CANCELADA
2025-01-14,2025-01-23,953.87,Compra,PAGA
2024-12-25,2025-01-04,744.82,Mensalidade,PAGA
2024-12-16,2024-12-22,772.66,Compra,PAGA
2025-02-05,,192.76,Compra,CANCELADA
2024-12-13,,194.95,Parcela,PENDENTE
2024-12-15,2024-12-21,615.85,Parcela,PAGA
2025-01-27,2025-01-30,949.93,Parcela,PAGA
2024-12-17,,372.15,Serviço,CANCELADA
2024-12-21,,373.37,Mensalidade,PENDENTE
2025-01-02,2025-01-09,424.86,Compra,PAGA
2025-01-22,,362.73,Compra,CANCELADA
2025-01-30,2025-02-01,807.85,Pagamento,PAGA
2025-01-25,2025-01-29,114.45,Mensalidade,PAGA
2025-01-13,2025-01-18,691.36,Parcela,PAGA
2025-02-02,2025-02-02,187.10,Pagamento,PAGA
2025-01-12,2025-01-17,891.79,Parcela,PAGA
2024-12-24,2024-12-30,369.71,Compra,PAGA
2024-12-13,,751.50,Serviço,PENDENTE
2025-01-16,2025-01-19,497.68,Pagamento,PAGA
2025-01-16,,607.25,Serviço,CANCELADA
2025-01-14,,538.97,Parcela,PENDENTE
2025-02-03,,551.60,Serviço,PENDENTE
2024-12-29,,633.51,Parcela,CANCELADA
2024-12-28,2024-12-28,320.01,Compra,PAGA
2025-01-17,,787.64,Compra,PENDENTE
2025-01-27,,323.88,Pagamento,PENDENTE
2024-12-26,,109.69,Pagamento,PENDENTE
2025-01-15,,965.45,Serviço,CANCELADA
2025-01-12,2025-01-13,356.60,Parcela,PAGA
2024-12-09,,361.33,Serviço,CANCELADA
2025-01-14,2025-01-16,166.89,Serviço,PAGA
2024-12-24,,887.45,Mensalidade,CANCELADA
2025-01-15,,864.60,Compra,CANCELADA
2024-12-23,,572.76,Serviço,CANCELADA
2025-01-02,,188.88,Parcela,CANCELADA
2024-12-19,,235.35,Parcela,PENDENTE
2025-01-08,,561.19,Pagamento,CANCELADA
2025-01-22,2025-01-23,326.46,Compra,PAGA
2025-01-13,2025-01-19,858.95,Serviço,PAGA
2025-01-29,,433.74,Serviço,PENDENTE
2025-01-26,,577.34,Serviço,PENDENTE
2025-01-06,2025-01-10,404.74,Mensalidade,PAGA
2025-01-11,,996.77,Pagamento,PENDENTE
2024-12-24,2025-01-02,128.58,Pagamento,PAGA
2025-01-13,,467.55,Parcela,PENDENTE
2025-01-14,,298.62,Pagamento,CANCELADA
2024-12-13,,240.41,Pagamento,CANCELADA
2025-02-03,2025-02-07,648.76,Parcela,PAGA
2024-12-22,,918.66,Compra,PENDENTE
2024-12-15,,343.48,Pagamento,CANCELADA
2025-01-30,,440.53,Serviço,CANCELADA
2025-01-01,2025-01-06,623.01,Mensalidade,PAGA
2024-12-17,2024-12-18,346.74,Pagamento,PAGA
2024-12-24,2024-12-28,320.27,Serviço,PAGA
2024-12-31,2025-01-05,118.12,Compra,PAGA
2025-01-09,,662.54,Serviço,PENDENTE
2025-01-03,,823.41,Parcela,PENDENTE
2025-01-29,,871.24,Pagamento,PENDENTE
2025-01-07,2025-01-11,143.62,Parcela,PAGA
2025-01-08,2025-01-15,511.50,Mensalidade,PAGA
2025-01-22,2025-01-22,169.29,Compra,PAGA
2025-01-18,,527.96,Serviço,CANCELADA
2025-01-19,,673.62,Mensalidade,CANCELADA
2025-01-27,,851.41,Compra,PENDENTE
2024-12-20,,607.59,Compra,PENDENTE
2024-12-16,2024-12-16,127.79,Pagamento,PAGA
2025-01-28,2025-02-07,611.69,Pagamento,PAGA
2025-02-01,,261.68,Compra,PENDENTE
2025-01-29,,114.45,Compra,CANCELADA
2024-12-26,2025-01-02,348.85,Mensalidade,PAGA
2024-12-13,2024-12-15,168.11,Serviço,PAGA
2025-01-28,,460.78,Parcela,PENDENTE
2025-01-12,2025-01-20,114.50,Mensalidade,PAGA
2025-02-04,,159.83,Compra,CANCELADA
2025-01-22,2025-01-28,893.81,Serviço,PAGA
2025-01-13,,496.25,Parcela,PENDENTE
2025-01-15,2025-01-21,450.97,Mensalidade,PAGA
2025-01-10,,631.74,Serviço,PENDENTE
2024-12-17,2024-12-24,178.67,Pagamento,PAGA
2024-12-23,2024-12-23,261.26,Serviço,PAGA
2024-12-21,,428.67,Mensalidade,CANCELADA
2024-12-14,,110.29,Parcela,PENDENTE
2024-12-24,2024-12-26,854.38,Mensalidade,PAGA
2025-01-01,2025-01-01,992.65,Pagamento,PAGA
2024-12-25,,993.89,Mensalidade,CANCELADA
2025-01-19,,911.09,Serviço,PENDENTE
2025-01-31,,510.35,Mensalidade,PENDENTE
2024-12-14,,880.26,Compra,CANCELADA
2025-01-06,,571.04,Pagamento,PENDENTE
2025-01-30,,968.71,Compra,CANCELADA
2024-12-30,,876.80,Compra,PENDENTE
2025-01-26,,142.52,Parcela,PENDENTE
2024-12-22,,164.29,Compra,PENDENTE
2025-01-21,,261.41,Compra,CANCELADA
2024-12-19,,502.14,Pagamento,PENDENTE
2024-12-25,,968.90,Mensalidade,CANCELADA
2025-01-09,2025-01-17,665.62,Pagamento,PAGA
2024-12-18,,282.36,Pagamento,CANCELADA
2024-12-09,2024-12-13,632.62,Compra,PAGA
2025-01-17,2025-01-23,994.74,Pagamento,PAGA
2025-01-19,2025-01-26,435.64,Pagamento,PAGA
2025-01-16,2025-01-21,507.94,Pagamento,PAGA
2025-01-20,,577.80,Compra,CANCELADA
2024-12-13,,913.43,Parcela,CANCELADA
2024-12-12,,648.90,Pagamento,CANCELADA
2025-01-15,,647.55,Parcela,CANCELADA
2025-01-23,,841.69,Mensalidade,CANCELADA
2024-12-09,,230.68,Compra,CANCELADA
2025-01-19,,746.05,Mensalidade,CANCELADA
2024-12-29,,922.68,Pagamento,CANCELADA
2024-12-15,,336.91,Parcela,CANCELADA
2024-12-13,,726.81,Mensalidade,CANCELADA
2025-01-29,,332.93,Serviço,CANCELADA
2025-02-06,2025-02-12,665.52,Parcela,PAGA
2024-12-17,2024-12-24,416.98,Parcela,PAGA
2025-01-26,,616.57,Parcela,PENDENTE
2025-01-18,,764.63,Mensalidade,PENDENTE
2025-02-03,2025-02-05,773.17,Mensalidade,PAGA
2025-01-28,,755.58,Mensalidade,PENDENTE
2024-12-28,,627.87,Compra,CANCELADA
2024-12-14,2024-12-16,961.27,Parcela,PAGA
2024-12-11,,207.78,Mensalidade,CANCELADA
2024-12-10,2024-12-20,374.14,Mensalidade,PAGA
2024-12-17,2024-12-24,948.34,Compra,PAGA
2025-01-24,,314.61,Mensalidade,CANCELADA
2025-01-26,,983.66,Parcela,CANCELADA
2025-01-04,2025-01-04,370.89,Pagamento,PAGA
2025-02-06,,380.59,Compra,PENDENTE
2024-12-22,,592.15,Pagamento,CANCELADA
2025-01-17,,639.06,Pagamento,PENDENTE
2024-12-24,,240.38,Serviço,CANCELADA
2025-02-07,2025-02-10,928.47,Mensalidade,PAGA
2025-02-02,2025-02-05,355.30,Serviço,PAGA
2025-01-24,,428.05,Serviço,CANCELADA
2025-01-19,2025-01-24,288.92,Compra,PAGA
2024-12-12,2024-12-15,310.62,Pagamento,PAGA
2024-12-16,2024-12-18,322.25,Compra,PAGA
2024-12-11,2024-12-13,729.03,Pagamento,PAGA
2024-12-11,2024-12-19,533.07,Parcela,PAGA
2024-12-25,,491.51,Parcela,PENDENTE
2024-12-18,2024-12-22,136.01,Parcela,PAGA
2025-01-31,2025-02-04,660.66,Pagamento,PAGA
2024-12-22,,893.12,Compra,CANCELADA
2025-01-17,,935.26,Pagamento,PENDENTE
2025-01-15,,413.94,Pagamento,CANCELADA
2025-02-07,,495.58,Pagamento,CANCELADA
2024-12-24,2025-01-01,315.07,Pagamento,PAGA
2024-12-14,2024-12-17,404.27,Compra,PAGA
2024-12-20,2024-12-20,940.86,Pagamento,PAGA
2024-12-23,,458.34,Parcela,PENDENTE
2025-01-28,,458.29,Mensalidade,PENDENTE
2024-12-26,2024-12-27,965.29,Parcela,PAGA
2025-01-29,2025-01-31,943.23,Compra,PAGA
2025-01-18,2025-01-19,748.18,Parcela,PAGA
2025-02-04,,563.19,Parcela,PENDENTE
2024-12-17,,627.05,Pagamento,PENDENTE
2024-12-22,2024-12-31,959.13,Pagamento,PAGA
2025-01-13,2025-01-22,529.18,Serviço,PAGA
2024-12-30,,401.57,Mensalidade,CANCELADA
2025-02-04,,363.21,Parcela,CANCELADA
2024-12-14,,270.03,Mensalidade,CANCELADA
2024-12-09,,577.93,Compra,CANCELADA
2025-01-31,2025-02-10,290.93,Parcela,PAGA
2025-01-31,2025-02-06,562.51,Pagamento,PAGA
2024-12-24,,746.85,Pagamento,PENDENTE
2025-01-21,2025-01-29,931.24,Compra,PAGA
2025-01-14,2025-01-24,250.46,Compra,PAGA
2025-01-27,,154.80,Pagamento,CANCELADA
2025-01-25,,741.08,Pagamento,PENDENTE
2025-01-10,2025-01-13,574.82,Mensalidade,PAGA
2025-01-18,,655.00,Serviço,PENDENTE
2024-12-23,,100.24,Compra,CANCELADA
2025-01-29,,493.81,Compra,CANCELADA
2025-01-03,2025-01-07,253.46,Parcela,PAGA
2025-01-25,2025-02-03,184.99,Compra,PAGA
2024-12-19,,812.07,Serviço,CANCELADA
2024-12-16,,973.95,Serviço,CANCELADA
2025-01-29,2025-02-04,411.70,Parcela,PAGA
2025-01-20,,205.32,Parcela,CANCELADA
2024-12-15,,139.78,Compra,PENDENTE
2024-12-30,,805.81,Compra,PENDENTE
2024-12-18,,701.54,Pagamento,PENDENTE
2025-01-30,2025-02-03,360.47,Compra,PAGA
2024-12-22,,635.46,Compra,CANCELADA
2025-01-10,2025-01-14,603.60,Serviço,PAGA
2025-01-18,2025-01-27,144.12,Compra,PAGA
2025-01-25,2025-01-27,412.56,Pagamento,PAGA
2025-01-24,,745.79,Serviço,PENDENTE
2025-01-16,,870.58,Parcela,PENDENTE
2025-01-31,2025-02-06,704.68,Mensalidade,PAGA
2025-01-21,,678.55,Pagamento,PENDENTE
2025-01-10,2025-01-13,690.87,Serviço,PAGA
2025-01-06,2025-01-14,670.63,Compra,PAGA
2025-01-30,,742.33,Serviço,CANCELADA
2025-01-09,2025-01-16,417.35,Parcela,PAGA
2024-12-16,,602.14,Pagamento,PENDENTE
2025-01-20,2025-01-23,184.10,Parcela,PAGA
2024-12-21,,522.90,Serviço,PENDENTE
2024-12-09,,721.86,Pagamento,CANCELADA
2024-12-15,,828.80,Serviço,CANCELADA
2024-12-18,,728.90,Mensalidade,CANCELADA
2025-01-07,,545.39,Pagamento,PENDENTE
2024-12-14,,269.64,Mensalidade,CANCELADA
2024-12-20,2024-12-21,873.55,Mensalidade,PAGA
2024-12-14,,251.57,Mensalidade,CANCELADA
2025-01-22,2025-01-27,291.25,Pagamento,PAGA
2025-01-10,,832.62,Parcela,PENDENTE
2025-01-18,,194.43,Serviço,PENDENTE
2024-12-26,,231.33,Serviço,CANCELADA
2024-12-23,2024-12-30,686.66,Pagamento,PAGA
2025-01-29,,669.77,Compra,CANCELADA
2025-01-15,,104.92,Mensalidade,CANCELADA
2025-01-10,2025-01-11,746.03,Mensalidade,PAGA
2024-12-12,,785.47,Parcela,PENDENTE
2024-12-20,,408.51,Serviço,CANCELADA
2024-12-20,,740.99,Compra,CANCELADA
2025-02-04,2025-02-07,700.63,Pagamento,PAGA
2024-12-25,,882.02,Pagamento,CANCELADA
2025-01-31,,634.73,Compra,PENDENTE
2024-12-23,,829.58,Pagamento,CANCELADA
2025-01-05,,278.26,Serviço,CANCELADA
2024-12-30,,620.75,Pagamento,PENDENTE
2024-12-13,,190.38,Serviço,CANCELADA
2024-12-26,,227.97,Pagamento,CANCELADA
2025-01-29,,181.39,Serviço,CANCELADA
2025-01-24,,647.48,Parcela,CANCELADA
2025-01-31,2025-02-05,507.10,Parcela,PAGA
2025-01-09,2025-01-13,575.62,Mensalidade,PAGA
2025-01-30,,242.44,Parcela,PENDENTE
2024-12-25,,218.76,Pagamento,CANCELADA
2025-01-02,,114.28,Parcela,PENDENTE
2025-02-03,2025-02-05,609.96,Serviço,PAGA
2025-01-17,2025-01-18,616.29,Parcela,PAGA
2024-12-26,,569.48,Pagamento,PENDENTE
2025-02-04,2025-02-08,814.91,Mensalidade,PAGA
2024-12-30,,763.04,Parcela,CANCELADA
2025-01-24,,786.40,Compra,CANCELADA
2024-12-22,,701.19,Parcela,PENDENTE
2024-12-22,,151.04,Mensalidade,CANCELADA
2025-01-16,,903.84,Pagamento,CANCELADA
2024-12-11,,681.17,Serviço,CANCELADA
2024-12-17,,577.74,Serviço,PENDENTE
2024-12-27,,255.69,Pagamento,PENDENTE
2025-01-13,,309.41,Compra,PENDENTE
2024-12-18,,290.89,Pagamento,CANCELADA
2024-12-30,,113.32,Pagamento,PENDENTE
2025-01-24,,912.17,Parcela,CANCELADA
2024-12-11,,201.02,Mensalidade,PENDENTE
2025-01-07,,269.83,Pagamento,PENDENTE
2025-01-27,,587.38,Serviço,PENDENTE
2024-12-21,,148.42,Pagamento,CANCELADA
2025-01-11,,321.70,Pagamento,CANCELADA
2024-12-25,,842.78,Serviço,PENDENTE
